the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.7388326347776 40.75553672555852),4,Queens,411,23,25,11,3,1947,576,General,backed,07/03/2013,242-02 61st Avenue,242-02 61st Avenue,Douglaston Parkway,61st Avenue & 65th Avenue,Queens,411,Q30,Not Applicable,40.755545,-73.738834,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82609060733185 40.75149972937553),4,Queens,407,20,25,16,6,3359,330,General,backed,07/13/2016,43-50 Main Street,43-50 Main Street,Main Street,Elder Avenue & Peck Avenue,Queens,407,Not Applicable,Not Applicable,40.751508,-73.826092,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.75265263363269 40.69827073733982),4,Queens,412,27,33,14,5,3321,202,Municipal Facilities,backed,07/06/2016,201-15 115th Avenue,201-15 115th Avenue,115th Avenue,201st Street & 202nd Street,Queens,412,Not Applicable,Not Applicable,40.698279,-73.752654,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1852,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.98463544420225 40.61075149060178),3,Brooklyn,311,44,47,17,10,3793,291,Senior Safety,backed,01/10/2018,7023 Bay Pkwy,7023 Bay Pkwy,W 11th Street,Avenue O & Bay Pkwy,Brooklyn,311,Not Applicable,Not Applicable,40.6107514906,-73.9846354442,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82609363574217 40.85231004751419),2,Bronx,228,13,82,34,14,3569,23,Bus Route,backless 2,02/04/2017,Charles J Cimi Plaza,Charles J Cimi Plaza,Bruckner Expressway,Wilkinson Avenue & Westchester Avenue,Bronx,210,Not Applicable,Not Applicable,40.8523100475,-73.8260936357,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9340035695616 40.79539372448657),1,Manhattan,111,8,68,29,13,3355,104,Municipal Facilities,backed,09/15/2016,440 E 116th Street,440 E 116th Street,E 116th Street,1st Avenue & Pleasant Avenue,Manhattan,111,Not Applicable,Not Applicable,40.795402,-73.934005,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.71913063186288 40.74327903962931),4,Queens,413,23,24,11,3,2387,970,General,backed,05/07/2014,251-15 Union Turnpike,251-15 Union Turnpike,252nd Street,"Union Turnpike, 80th Avenue & 251st Street",Queens,413,Not Applicable,Not Applicable,40.7432790396,-73.7191306319,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94832956234207 40.82934171855125),1,Manhattan,109,7,71,30,13,3004,1972,Municipal Facilities,backless,01/23/2015,3635 Broadway,3635 Broadway,Broadway,West 149th Street & West 150th Street,Manhattan,109,M5,Not Applicable,40.82935,-73.948331,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95822916455306 40.76476221018549),1,Manhattan,108,5,76,28,12,3033,1219,Municipal Facilities,backless,12/15/2014,1245 1st Avenue,1245 1st Avenue,67th Street,1st Avenue and 2nd Avenue,Manhattan,108,M66,Not Applicable,40.7647622102,-73.9582291646,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91024557412989 40.85450671235541),2,Bronx,205,14,86,29,15,2096,776,Community Health Centers,backed,08/07/2013,70 West Burnside Avenue,70 West Burnside Avenue,Burnside Avenue,University and Harrison Avenues,Bronx,205,Not Applicable,Not Applicable,40.854515,-73.910247,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92164374163025 40.7634723205554),4,Queens,401,22,36,12,12,1808,527,General,backed 2,06/11/2013,33-21 31st Avenue,33-21 31st Avenue,31st Avenue,34th Street & 33rd Street,Queens,401,Not Applicable,Not Applicable,40.7634723206,-73.9216437416,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99104455925901 40.66753675214442),3,Brooklyn,306,39,52,21,7,2350,1989,General,backed,01/14/2014,515 4th Avenue,515 4th Avenue,4th Avenue & 14th Street,13th & 14th Street,Brooklyn,306,Not Applicable,Not Applicable,40.667545,-73.991046,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95303956211394 40.817541721275276),1,Manhattan,109,9,70,31,13,2789,1475,Municipal Facilities,backed,12/05/2014,499 West 133rd Street,499 West 133rd Street,West 133rd Street,Convent Avenue & Amsterdam Avenue,Manhattan,109,Not Applicable,Not Applicable,40.81755,-73.953041,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99729155247505 40.74477473724793),1,Manhattan,104,3,75,27,12,1113,1801,Senior Center,backless,12/19/2012,260 West 23rd Street,260 W 23rd Street,West 23rd Street,8th Avenue & 7th Avenue,Manhattan,104,M23,Not Applicable,40.744783,-73.997293,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93880957632992 40.65133775285468),3,Brooklyn,317,45,58,21,9,354,156,Bus Route,backless,07/17/2012,4113 & 4115 Church Avenue,,Church Avenue,East 42nd Street and Albany Avenue,Brooklyn,317,B35,Not Applicable,40.651346,-73.938811,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93840556480296 40.84629071535887),1,Manhattan,112,10,72,31,13,3337,9012,Plaza,backless,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.846299,-73.938407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9661715611344 40.761380732492306),1,Manhattan,108,4,73,28,12,2926,1453,General,backed,12/10/2014,205 East 59th Street,999 3rd Ave,3rd Avenue,E. 59th Street & E. 60th Street,Manhattan,108,Not Applicable,East Midtown Partnership,40.761389,-73.966173,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0135495496801 40.70807674453967),1,Manhattan,101,1,65,26,10,1019,164,BID,backed,07/11/2012,94 Greenwich Street,94 Greenwich Street,Greenwich Street,Rector Streets and Washington Streets,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.708085,-74.013551,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.9864745570227 40.71586074199739),1,Manhattan,103,1,65,26,12,810,249,General,backed,09/28/2012,411 Grand Street,411 Grand Street,Clinton Street,Grand Street & Clinton Street,Manhattan,103,Not Applicable,Not Applicable,40.715869,-73.986476,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00984355410914 40.64910275584311),3,Brooklyn,307,38,51,25,7,1610,390,General,backed,01/15/2013,4520 Fourth Avenue,4520 Fourth Avenue,4th Avenue,45th Street & 46th Street,Brooklyn,307,Not Applicable,Not Applicable,40.649111,-74.009845,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95533656925775 40.68265474749967),3,Brooklyn,303,36,57,25,8,2719,1441,Municipal Facilities,backed,10/06/2014,50 Jefferson Avenue,50 Jefferson Avenue,Jefferson Avenue,Franklin Avenue & Bedford Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.682663,-73.955338,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97957455889063 40.737306738002594),1,Manhattan,106,2,74,27,12,2196,700,General,backless,10/07/2013,352 E 23rd Street,352 E 23rd Street,E 23rd Street,1st Avenue and 2nd Avenue,Manhattan,106,M09,Not Applicable,40.737315,-73.979576,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.02970754913733 40.63393375991917),3,Brooklyn,310,43,64,22,11,1543,283,General,backed,01/24/2013,7223 Ridge Blvd.,,Ridge Blvd,72nd & 73rd Street,Brooklyn,310,Not Applicable,Not Applicable,40.633942,-74.029709,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99124097525544 40.69202793123081),3,Brooklyn,302,33,52,26,7,985,98,BID,backed,06/19/2012,62 Court Street,62 Court Street,Court Street,Livingston and Joralemon Streets,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6920279312,-73.9912409753,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77942562350887 40.71369273538245),4,Queens,412,27,29,11,5,3677,104,Senior Safety,backed 2,05/13/2017,182-46 Hillside Avenue,182-46 Hillside Avenue,Hillside Avenue,182nd Place & 183rd Street,Queens,412,Not Applicable,Not Applicable,40.713701,-73.779427,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8839285807788 40.87405570789616),2,Bronx,207,11,78,36,13,1795,470,General,backed,05/31/2013,264 East 204th Street,264 East 204th Street,East 204th Street,E Mosholu Parkway & Grand Concourse,Bronx,207,Not Applicable,Not Applicable,40.874064,-73.88393,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9890045529702 40.772624731680196),1,Manhattan,107,6,67,27,10,4206,539,General,backless 2,04/11/2019,250 West 61st Street,40 West End Avenue,West End Avenue,West 61st Street & West 62nd Street,Manhattan,107,M57,Not Applicable,40.772633,-73.989006,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90925758474243 40.669905748985215),3,Brooklyn,316,41,55,20,8,1723,36,BID,backless,02/21/2013,1731 Pitkin Avenue,1731 Pitkin Avenue,Pitkin Avenue,Thatford Avenue & Osborne Street,Brooklyn,316,B14,Pitkin Avenue,40.669914,-73.909259,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87150258426458 40.878609706437544),2,Bronx,207,11,80,36,13,3534,649,Bus Route,backless,02/04/2017,400 E Gun Hill Road,400 E Gun Hill Road,400 E Gun Hill Road,Bronx River Parkway & Webster Avenue,Bronx,207,Not Applicable,Not Applicable,40.878618,-73.871504,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92907457462115 40.74350073458311),4,Queens,402,26,37,12,14,1937,661,General,backed,07/03/2013,45-30 36th Street,45-30 36th Street,36th Street,Queens Blvd & 47th Avenue,Queens,402,Not Applicable,Not Applicable,40.743509,-73.929076,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00561555064876 40.726606740825034),1,Manhattan,102,3,66,27,10,979,2058,BID,backed,07/03/2012,160 Varick Street,160 Varick Street,Varick Street,Charlton and Vandam Streets,Manhattan,102,Not Applicable,Hudson Square Connection,40.726615,-74.005617,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94183246562226 40.822932397526635),1,Manhattan,110,9,71,30,13,1658,2450,Senior Center,backless,02/04/2017,2730 Frederick Douglass Boulevard,2730 Frederick Douglass Boulevard,W 145th Street,W 145th Street & W 146th Street,Manhattan,110,BX19,Not Applicable,40.8229323975,-73.9418324656,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98860456032008 40.66638875244382),3,Brooklyn,306,39,52,21,7,998,251,General,backless,01/17/2013,527 Fifth Avenue,527 Fifth Avenue,5th Avenue,13th & 14th Street,Brooklyn,306,B63,Fifth Avenue,40.666397,-73.988606,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.10526552481225 40.63062076310184),5,Staten Island,501,49,61,24,11,1683,308,Bus Route,backless,01/29/2013,475 Forest Avenue,475 Forest Avenue,Forest Avenue,Bard Avenue & Hoyt Avenue,Staten Island,501,S48,Not Applicable,40.630629,-74.105267,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8443546029465 40.721613736037995),4,Queens,406,29,28,16,6,1655,2030,Senior Center,backless,03/05/2013,107-55 Queens Boulevard,107-55 Queens Blvd,Queens Blvd,71st Avenue & 70th Road,Queens,406,Q60,Not Applicable,40.721622,-73.844356,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.24411648741916 40.50902879225197),5,Staten Island,503,51,62,24,11,2639,1616,Municipal Facilities,backed,08/06/2014,58 Summit Street,330 Yetman Avenue,Yetman Avenue,Brighton Street and Yetman Avenue,Staten Island,503,Not Applicable,Not Applicable,40.509037,-74.244118,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78044262160627 40.753202727550175),4,Queens,411,20,25,11,6,489,533,Bus Route,backless,04/12/2013,47-01 Francis Lewis Boulevard,47-01 Francis Lewis Boulevard,47th Avenue & Weeks Lane,Francis Lewis Boulevard,Queens,411,Q27,Not Applicable,40.753211,-73.780444,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94395757186219 40.7004767440574),3,Brooklyn,303,36,56,18,7,1046,56,Senior Center,backless,09/14/2012,711 Flushing Avenue,711 Flushing Avenue,Flushing Avenue,Throp Avenue and Broadway,Brooklyn,301,B57,Not Applicable,40.700485,-73.943959,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98154056204667 40.674861750387535),3,Brooklyn,306,39,52,25,7,1003,252,General,backless,01/17/2013,249 Fifth Avenue,249 Fifth Avenue,5th Avenue,Garfield Street and Carroll Street,Brooklyn,306,B63,Fifth Avenue,40.67487,-73.981542,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00112355489817 40.688309748269134),3,Brooklyn,306,39,52,26,7,3109,1800,General,backed,05/22/2015,100 Columbia Street,100 Columbia Street,Columbia Street,Kane Street and Degraw Street,Brooklyn,306,Not Applicable,Not Applicable,40.688318,-74.001125,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.88298858113204 40.867651708904404),2,Bronx,207,11,78,34,13,2141,1053,General,backed,10/25/2013,2971 Webster Avenue,2971 Webster Avenue,Webster Avenue,Bedford Park Boulevard and Botanical Square,Bronx,207,Not Applicable,Not Applicable,40.86766,-73.88299,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95581056441588 40.7680357310893),1,Manhattan,108,5,76,28,12,1471,603,General,backed,05/21/2013,1350 1st Avenue,1350 1st Avenue,1st Avenue,E 72nd & E73rd Street,Manhattan,108,Not Applicable,Not Applicable,40.768044,-73.955812,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99585152333212 40.65902776341366),3,Brooklyn,307,38,51,20,7,1488,412,General,backed,01/08/2013,750 5th Avenue,750 5th Avenue,5th Avenue,25th Street & 26th Street,Brooklyn,307,Not Applicable,Not Applicable,40.6590277634,-73.9958515233,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.09135353029801 40.60222176805855),5,Staten Island,502,50,63,24,11,2647,1395,Municipal Facilities,backed,08/13/2014,1055 Targee Street,1055 Targee Street,Targee,Rome Avenue and Naples Avenue,Staten Island,502,Not Applicable,Not Applicable,40.60223,-74.091355,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90722357704135 40.81585572006793),2,Bronx,201,8,84,29,15,3121,1982,General,backed,08/06/2015,745 E 152nd Street,668 Westchester Avenue,Westchester Avenue,Westchester Avenues & Tinton Avenue,Bronx,201,Not Applicable,Not Applicable,40.815864,-73.907225,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88819758238343 40.816969719023),2,Bronx,202,17,85,32,15,1785,675,General,backed,07/08/2013,809 Hunts Point Avenue,809 Hunts Point Avenue,Hunts Point Avenue,Lafayette Avenue & Gilbert Place,Bronx,202,Not Applicable,Not Applicable,40.816978,-73.888199,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9913405545518 40.744881737128715),1,Manhattan,105,3,75,28,12,3335,0,Municipal Facilities,,,776 6th Avenue,776 6th Avenue,6th Avenue,W 26th Street & W 27th Street,Manhattan,105,Not Applicable,Not Applicable,40.74489,-73.991342,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94195556399144 40.83803171722275),1,Manhattan,112,7,71,31,13,3634,47,Bus Route,backless 2,05/06/2017,3906 Broadway,3906 Broadway,Broadway,W. 164th Street & W. 163rd Street,Manhattan,112,M4,Not Applicable,40.83804,-73.941957,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99104455925901 40.66753675214442),3,Brooklyn,306,39,52,21,7,3120,1730,General,backed,01/14/2014,515 4th Avenue,515 4th Avenue,13th Street,13th & 14th Street,Brooklyn,306,Not Applicable,Not Applicable,40.667545,-73.991046,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93023557975233 40.65176375311),3,Brooklyn,317,45,58,21,9,3704,2231,Senior Safety,backed,06/20/2017,5001 Church Avenue,5001 Church Avenue,Church Avenue,Utica Avenue & E 51st Street,Brooklyn,317,Not Applicable,Not Applicable,40.651772,-73.930237,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87837558157983 40.88136770656445),2,Bronx,207,11,81,36,13,2220,1163,Senior Center,backed,12/02/2013,3518 Bainbridge Avenue,3518 Bainbridge Avenue,Bainbridge Avenue,East Gun Hill Road and East 211th Street,Bronx,207,Not Applicable,Not Applicable,40.881376,-73.878377,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88048858851508 40.75607273112447),4,Queens,403,25,34,13,14,2002,792,General,backless,07/08/2013,87-15 Northern Boulevard,87-15 Northern Boulevard,Northern Boulevard,87th Street & 88th Street,Queens,403,Q66,Not Applicable,40.756081,-73.88049,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94846660449407 40.640381959871995),3,Brooklyn,317,45,42,21,9,3048,0,General,backless 2,11/25/2014,1860 Nostrand Avenue,1860 Nostrand Avenue,Nostrand Avenue,Avenue D & Newkirk Avenue,Brooklyn,317,B44,Not Applicable,40.6403819599,-73.9484666045,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91607557244329 40.849523713518025),2,Bronx,205,14,77,29,15,2098,783,Community Health Centers,backless,08/07/2013,1700 Macombs Road,1700 Macombs Road,Macombs Road,176th Street and University Avenue,Bronx,205,BX18,Not Applicable,40.849532,-73.916077,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95062657223599 40.66057375148526),3,Brooklyn,309,40,43,20,9,1744,491,General,backless,04/05/2013,1112 Nostrand Avenue,1112 Nostrand Avenue,Nostrand Avenue,Maple Street & Midwood Street,Brooklyn,309,B44,Not Applicable,40.660582,-73.950628,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86358059596542 40.728131735806514),4,Queens,406,29,28,16,6,1791,676,General,backed,06/19/2013,93-06 63rd Drive,93-06 63rd Drive,63rd Drive,Queens Boulevard & Wetherole Street,Queens,406,Not Applicable,Not Applicable,40.72814,-73.863582,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98535256430031 40.616987761726875),3,Brooklyn,311,47,48,22,10,2488,622,General,backed,05/29/2014,6409 20th Avenue,6409 20th Avenue,20th Avenue,64th Street & 65th Street,Brooklyn,311,Not Applicable,Not Applicable,40.616996,-73.985354,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86832959323891 40.75735273037386),4,Queens,403,21,35,13,14,2543,816,Municipal Facilities,backed,06/11/2014,100-01 Northern Boulevard,100-01 Northern Boulevard,Northern Bouleverd,100th Street and 101st Street,Queens,403,Not Applicable,Not Applicable,40.757361,-73.868331,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92535657981406 40.670748748904714),3,Brooklyn,308,41,55,20,9,3461,1943,Bus Route,backless,11/03/2016,243 Buffalo Avenue,243 Buffalo Avenue,Buffalo Avenue,St Johns Place & Sterling Place,Brooklyn,308,B15,Not Applicable,40.670757,-73.925358,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88136158880542 40.75004073234791),4,Queens,403,21,34,13,14,3940,515,Senior Safety,backed,02/06/2018,8502 37th Avenue,8502 37th Avenue,37th Avenue,85th Street & 86th Street,Queens,403,Not Applicable,Not Applicable,40.750049,-73.881363,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97289756415633 40.67779074911503),3,Brooklyn,308,35,52,20,9,1934,596,General,backless,05/15/2013,331 Flatbush Avenue,331 Flatbush Avenue,Flatbush Avenue,Park Place & 7th Avenue,Brooklyn,308,B41,North Flatbush,40.677799,-73.972899,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93956257357851 40.69871274431436),3,Brooklyn,303,36,56,18,8,1059,234,Senior Center,backed,09/27/2012,888 Park Avenue,888 Park Avenue,Park Avenue,East 78th and 79th Streets,Brooklyn,303,Not Applicable,Not Applicable,40.698721,-73.939564,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90709924629027 40.880109294477016),2,Bronx,208,11,81,34,13,1132,519,General,backless,03/27/2013,265 West 231st Street,265 West 231st Street,231st Street,Kingsbridge & Corlear Avenue,Bronx,208,BX1,Not Applicable,40.8801092945,-73.9070992463,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87157659341877 40.73383973455544),4,Queens,404,25,35,16,6,2613,1296,General,backed,08/04/2014,90-15 Queens Boulevard,90-15 Queens Boulevard,59th Avenue,57th & 59th Avenue,Queens,404,Not Applicable,Not Applicable,40.733848,-73.871578,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95632826610097 40.652289343643176),3,Brooklyn,314,40,43,21,9,3892,301,Senior Safety,backed,08/23/2017,70 Linden Blvd,70 Linden Blvd,Linden Blvd,Caton Avenue & Bedford Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.6522893436,-73.9563282661,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89390058047813 40.82243471829932),2,Bronx,202,17,85,32,15,2709,1302,Municipal Facilities,backed,09/15/2014,977 Fox Street,948 Tiffany Street,Tiffany Street,Westchester Avenue & East 163rd Street,Bronx,202,Not Applicable,Not Applicable,40.822443,-73.893902,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97491555688913 40.78783172768615),1,Manhattan,107,6,67,31,10,3936,349,Senior Safety,backed 2,02/05/2018,540 Amsterdam Avenue,540 Amsterdam Avenue,Amsterdam Avenue,86th Street & 87th Street,Manhattan,107,Not Applicable,Not Applicable,40.78784,-73.974917,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00882955690793 40.60549876438286),3,Brooklyn,311,43,47,22,11,3403,2032,Bus Route,backless,11/03/2016,1669 Bath Avenue,1669 Bath Avenue,Bath Avenue,17th Avenue & Bay 14th Street,Brooklyn,311,B64,Not Applicable,40.605507,-74.008831,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86683622049773 40.856627392949626),2,Bronx,211,13,80,34,14,3669,44,Bus Route,backless 2,03/11/2017,720 Pelham Parkway South,720 Pelham Parkway South,Pelham Parkway South,Whiteplains Road & Cruger Avenue,Bronx,211,BX12,Not Applicable,40.8566273929,-73.8668362205,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9859715590229 40.68926074762814),3,Brooklyn,302,33,52,25,8,1891,0,Other,backed,05/01/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.689269,-73.985973,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85200860179808 40.693341741821264),4,Queens,409,32,38,15,7,3943,340,Bus Route,backed 2,11/13/2017,87-14 Woodhaven Blvd,87-14 Woodhaven Blvd,Woodhaven Blvd,Jamaica Avenue & 88th Avenue,Queens,0,Q52,Not Applicable,40.69335,-73.85201,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91836657592165 40.767658730060695),4,Queens,401,22,36,12,12,2303,1170,General,backed,12/12/2013,33-02 28th Avenue,33-02 28th Avenue,28th Avenue,33rd & 34th Street,Queens,401,Not Applicable,Not Applicable,40.767667,-73.918368,X,AREA OF MINIMAL FLOOD HAZARD,
